,holiday,temperature,rain_1h,snow_1h,clouds_percentage,population_density,time,Christmas Day,Columbus Day,Independence Day,Labor Day,Martin Luther King Jr Day,Memorial Day,New Years Day,None,State Fair,Thanksgiving Day,Veterans Day,Washingtons Birthday
33146,None,273.08,0.0,0.0,40,6728,7,0,0,0,0,0,0,0,1,0,0,0,0
22517,None,264.37,0.0,0.0,40,2890,20,0,0,0,0,0,0,0,1,0,0,0,0
5042,None,291.72,0.0,0.0,90,4371,17,0,0,0,0,0,0,0,1,0,0,0,0
33954,None,293.53,0.0,0.0,1,1533,23,0,0,0,0,0,0,0,1,0,0,0,0
39468,None,296.48,0.0,0.0,0,4997,10,0,0,0,0,0,0,0,1,0,0,0,0
15338,None,277.6,0.0,0.0,90,2912,5,0,0,0,0,0,0,0,1,0,0,0,0
21773,None,292.96,0.0,0.0,90,6196,16,0,0,0,0,0,0,0,1,0,0,0,0
21962,None,271.56,0.0,0.0,1,4387,15,0,0,0,0,0,0,0,1,0,0,0,0
33351,None,271.66,0.0,0.0,1,4568,11,0,0,0,0,0,0,0,1,0,0,0,0
25384,None,299.08,0.0,0.0,1,3026,20,0,0,0,0,0,0,0,1,0,0,0,0
5917,None,287.72,0.0,0.0,90,5799,6,0,0,0,0,0,0,0,1,0,0,0,0
1965,None,290.6,0.0,0.0,20,1814,22,0,0,0,0,0,0,0,1,0,0,0,0
40115,None,256.15,0.0,0.0,1,934,23,0,0,0,0,0,0,0,1,0,0,0,0
18162,None,292.42,0.0,0.0,1,444,1,0,0,0,0,0,0,0,1,0,0,0,0
1847,None,284.1,0.0,0.0,50,5818,15,0,0,0,0,0,0,0,1,0,0,0,0
36035,None,260.46,0.0,0.0,90,2180,21,0,0,0,0,0,0,0,1,0,0,0,0
23139,None,287.61,0.0,0.0,90,6221,7,0,0,0,0,0,0,0,1,0,0,0,0
42439,None,286.95,0.0,0.0,40,4392,11,0,0,0,0,0,0,0,1,0,0,0,0
35566,None,264.38,0.0,0.0,64,5139,12,0,0,0,0,0,0,0,1,0,0,0,0
13740,None,273.61,0.0,0.0,1,5694,14,0,0,0,0,0,0,0,1,0,0,0,0
40924,None,295.73,0.0,0.0,68,434,2,0,0,0,0,0,0,0,1,0,0,0,0
3716,None,291.64,0.0,0.0,1,2952,20,0,0,0,0,0,0,0,1,0,0,0,0
8334,None,297.9,0.0,0.0,1,5422,12,0,0,0,0,0,0,0,1,0,0,0,0
38741,None,291.15,0.0,0.0,40,535,2,0,0,0,0,0,0,0,1,0,0,0,0
13874,None,275.36,0.0,0.0,8,3096,22,0,0,0,0,0,0,0,1,0,0,0,0
41933,None,272.03,0.0,0.0,64,371,3,0,0,0,0,0,0,0,1,0,0,0,0
25939,None,288.62,3.45,0.0,90,6354,16,0,0,0,0,0,0,0,1,0,0,0,0
8116,None,270.73,0.0,0.0,90,2146,10,0,0,0,0,0,0,0,1,0,0,0,0
29283,None,292.52,0.0,0.0,75,3990,12,0,0,0,0,0,0,0,1,0,0,0,0
29254,None,271.09,0.0,0.0,0,764,5,0,0,0,0,0,0,0,1,0,0,0,0
28601,None,287.99,0.0,0.0,90,5100,12,0,0,0,0,0,0,0,1,0,0,0,0
34192,None,282.62,1.28,0.0,90,1466,22,0,0,0,0,0,0,0,1,0,0,0,0
34872,None,289.42,0.0,0.0,20,4837,12,0,0,0,0,0,0,0,1,0,0,0,0
12919,None,254.7,0.0,0.0,90,3731,8,0,0,0,0,0,0,0,1,0,0,0,0
28700,None,280.93,0.0,0.0,90,5329,8,0,0,0,0,0,0,0,1,0,0,0,0
27317,None,279.55,0.0,0.0,90,5099,12,0,0,0,0,0,0,0,1,0,0,0,0
11080,None,290.56,0.0,0.0,90,3136,19,0,0,0,0,0,0,0,1,0,0,0,0
10814,None,289.54,0.0,0.0,5,6391,7,0,0,0,0,0,0,0,1,0,0,0,0
16295,None,288.81,0.0,0.0,20,5842,14,0,0,0,0,0,0,0,1,0,0,0,0
3845,None,271.15,0.0,0.0,5,3529,19,0,0,0,0,0,0,0,1,0,0,0,0
35908,None,292.06,0.0,0.0,90,3389,18,0,0,0,0,0,0,0,1,0,0,0,0
42623,None,290.79,0.0,0.0,40,4475,10,0,0,0,0,0,0,0,1,0,0,0,0
28291,None,258.99,0.0,0.0,90,4984,12,0,0,0,0,0,0,0,1,0,0,0,0
24270,None,280.75,0.0,0.0,40,438,3,0,0,0,0,0,0,0,1,0,0,0,0
40436,None,273.57,0.0,0.0,1,2677,20,0,0,0,0,0,0,0,1,0,0,0,0
17719,None,270.32,0.0,0.0,75,6771,7,0,0,0,0,0,0,0,1,0,0,0,0
40215,None,288.3,0.0,0.0,68,284,2,0,0,0,0,0,0,0,1,0,0,0,0
41454,None,275.83,0.0,0.0,90,4497,10,0,0,0,0,0,0,0,1,0,0,0,0
6119,None,288.84,0.0,0.0,1,359,2,0,0,0,0,0,0,0,1,0,0,0,0
13965,None,290.01,0.0,0.0,1,6430,7,0,0,0,0,0,0,0,1,0,0,0,0
20508,None,271.9,0.0,0.0,1,5004,13,0,0,0,0,0,0,0,1,0,0,0,0
22841,None,278.85,0.0,0.0,90,5115,11,0,0,0,0,0,0,0,1,0,0,0,0
11915,None,289.7,0.0,0.0,1,5385,12,0,0,0,0,0,0,0,1,0,0,0,0
38537,None,269.86,0.0,0.0,1,1666,6,0,0,0,0,0,0,0,1,0,0,0,0
37257,None,288.567,0.0,0.0,0,5474,14,0,0,0,0,0,0,0,1,0,0,0,0
32726,None,295.8,0.76,0.0,90,6550,16,0,0,0,0,0,0,0,1,0,0,0,0
26385,None,284.68,0.0,0.0,90,5185,13,0,0,0,0,0,0,0,1,0,0,0,0
39036,None,294.95,0.0,0.0,1,844,0,0,0,0,0,0,0,0,1,0,0,0,0
19671,None,271.21,0.0,0.0,90,6685,7,0,0,0,0,0,0,0,1,0,0,0,0
1277,None,289.51,0.0,0.0,1,4378,10,0,0,0,0,0,0,0,1,0,0,0,0
4294,None,286.29,0.0,0.0,75,2796,22,0,0,0,0,0,0,0,1,0,0,0,0
17522,None,286.74,0.0,0.0,1,776,0,0,0,0,0,0,0,0,1,0,0,0,0
7404,None,297.0,0.0,0.0,0,3447,20,0,0,0,0,0,0,0,1,0,0,0,0
22815,None,276.08,0.0,0.0,1,5225,6,0,0,0,0,0,0,0,1,0,0,0,0
43077,None,263.71,0.0,0.0,90,331,3,0,0,0,0,0,0,0,1,0,0,0,0
41690,None,298.66,0.0,0.0,1,3523,19,0,0,0,0,0,0,0,1,0,0,0,0
28351,None,298.34,0.0,0.0,90,3660,19,0,0,0,0,0,0,0,1,0,0,0,0
20496,None,293.82,0.0,0.0,90,5541,6,0,0,0,0,0,0,0,1,0,0,0,0
3620,None,284.59,0.0,0.0,56,448,3,0,0,0,0,0,0,0,1,0,0,0,0
37105,None,275.5,0.0,0.0,1,4862,11,0,0,0,0,0,0,0,1,0,0,0,0
31582,None,290.4840000000001,0.0,0.0,0,5243,14,0,0,0,0,0,0,0,1,0,0,0,0
1891,None,294.97,0.0,0.0,75,2677,22,0,0,0,0,0,0,0,1,0,0,0,0
27572,None,284.79,0.0,0.0,1,256,2,0,0,0,0,0,0,0,1,0,0,0,0
16907,None,272.58,0.0,0.0,75,4185,10,0,0,0,0,0,0,0,1,0,0,0,0
14019,None,291.15,0.0,0.0,90,1227,0,0,0,0,0,0,0,0,1,0,0,0,0
5291,None,296.15,0.0,0.0,90,3509,19,0,0,0,0,0,0,0,1,0,0,0,0
26311,None,284.26,0.0,0.0,90,1139,0,0,0,0,0,0,0,0,1,0,0,0,0
5399,None,294.71,0.0,0.0,90,815,4,0,0,0,0,0,0,0,1,0,0,0,0
6385,None,300.36,0.0,0.0,40,3145,19,0,0,0,0,0,0,0,1,0,0,0,0
25837,None,258.46,0.76,0.0,64,1063,0,0,0,0,0,0,0,0,1,0,0,0,0
19283,None,287.61,0.0,0.0,90,4787,13,0,0,0,0,0,0,0,1,0,0,0,0
36471,None,252.08,0.0,0.0,5,4566,11,0,0,0,0,0,0,0,1,0,0,0,0
314,None,289.75,0.0,0.0,1,5271,15,0,0,0,0,0,0,0,1,0,0,0,0
30541,None,273.59,0.0,0.0,90,3486,18,0,0,0,0,0,0,0,1,0,0,0,0
19739,None,263.01,0.0,0.0,1,798,1,0,0,0,0,0,0,0,1,0,0,0,0
20056,None,278.42,0.0,0.0,90,393,3,0,0,0,0,0,0,0,1,0,0,0,0
7837,None,281.77,0.0,0.0,90,6530,7,0,0,0,0,0,0,0,1,0,0,0,0
38735,None,270.3,0.0,0.0,90,5993,15,0,0,0,0,0,0,0,1,0,0,0,0
28776,None,297.9,0.0,0.0,40,5703,15,0,0,0,0,0,0,0,1,0,0,0,0
42354,None,263.76,0.0,0.0,90,296,2,0,0,0,0,0,0,0,1,0,0,0,0
5733,None,294.28,0.0,0.0,75,4848,9,0,0,0,0,0,0,0,1,0,0,0,0
10831,None,287.97,0.0,0.0,1,320,2,0,0,0,0,0,0,0,1,0,0,0,0
2607,None,294.51,0.0,0.0,92,1929,23,0,0,0,0,0,0,0,1,0,0,0,0
40988,None,297.42,0.0,0.0,12,385,1,0,0,0,0,0,0,0,1,0,0,0,0
27934,None,257.3,0.0,0.0,90,5287,9,0,0,0,0,0,0,0,1,0,0,0,0
17617,None,290.93,0.0,0.0,1,2922,21,0,0,0,0,0,0,0,1,0,0,0,0
40076,None,281.95,0.0,0.0,93,1002,23,0,0,0,0,0,0,0,1,0,0,0,0
25597,None,284.0,0.0,0.0,90,5525,6,0,0,0,0,0,0,0,1,0,0,0,0
40954,None,275.34,0.0,0.0,90,271,4,0,0,0,0,0,0,0,1,0,0,0,0
16700,None,301.86,0.0,0.0,8,2920,22,0,0,0,0,0,0,0,1,0,0,0,0
41882,None,292.1,0.0,0.0,80,1204,23,0,0,0,0,0,0,0,1,0,0,0,0
30850,None,279.43,0.0,0.0,64,2090,7,0,0,0,0,0,0,0,1,0,0,0,0
18717,None,301.55,0.0,0.0,1,4877,14,0,0,0,0,0,0,0,1,0,0,0,0
39610,None,278.15,0.0,0.0,90,5230,9,0,0,0,0,0,0,0,1,0,0,0,0
35204,None,274.15,0.0,0.0,90,4219,8,0,0,0,0,0,0,0,1,0,0,0,0
